; Some pipe(|) separated metadata about all LibriVox readers, whose work was used
; in the corpus.
;
; The meaning of the fields in left-to-right order is as follows:
;
; reader_id: the ID of the reader in the LibriVox's database
; gender: 'F' for female, 'M' for male
; subset: the corpus subset to which the reader's audio is assigned
; duration: total number of minutes of speech by the reader, included in the corpus
; name: the name under which the reader is registered in LibriVox
;
;ID  |SEX| SUBSET           |MINUTES| NAME
1392 | M | train-clean-360  | 25.22 | Chris Masterson
1401 | F | train-clean-360  | 25.19 | Sibella Denton
1403 | M | train-other-500  | 17.40 | tipaew
1413 | M | train-clean-360  | 25.08 | ryanaw
1414 | F | train-other-500  | 7.83  | guava
1417 | F | train-clean-360  | 25.19 | Psuke Bariah
1421 | F | train-other-500  | 28.68 | Madame Tusk
1422 | F | train-clean-360  | 25.19 | Yazpistachio
1425 | F | train-clean-360  | 25.26 | Jeanette Ferguson
1430 | M | train-other-500  | 23.75 | Alok Karulkar
1444 | M | train-other-500  | 11.74 | Ryan Mease
1445 | M | train-clean-360  | 25.15 | Michael Yard
1446 | M | train-clean-360  | 25.01 | Michael Loftus
1447 | F | train-clean-100  | 25.18 | Luigina
1448 | F | train-clean-360  | 25.07 | marevalo
1455 | M | train-clean-100  | 25.13 | webslog
1456 | M | train-clean-360  | 25.12 | Jason Isbell
1460 | F | train-clean-360  | 25.01 | E. Plein
1462 | F | dev-clean        | 8.04  | E. Tavano
1463 | F | train-clean-360  | 25.23 | Vivian Bush
1469 | M | train-other-500  | 16.96 | Fr. Richard Zeile of Detroit
1472 | F | train-clean-360  | 25.15 | Sarah Jennings
1473 | M | train-clean-360  | 25.10 | Dan Polanco
1474 | F | train-other-500  | 30.03 | Jc Guan
1482 | M | train-clean-360  | 25.00 | Joshua B. Christensen
1485 | M | train-other-500  | 24.24 | Robert Flach
1487 | M | train-clean-360  | 23.93 | radioreader
1492 | M | train-other-500  | 30.14 | mb
1494 | M | train-other-500  | 6.27  | George Deprez, PhD
1495 | M | train-other-500  | 24.44 | Glendower Jones
1498 | F | train-clean-360  | 18.38 | Lori Hebel
1502 | F | train-clean-100  | 25.05 | Ann Boyer
1505 | M | train-other-500  | 25.98 | Mark Norman
1509 | F | train-clean-360  | 25.04 | Miranda Stinson
1513 | M | train-clean-360  | 25.11 | Simon-Peter Zak
1535 | M | train-clean-360  | 22.74 | Robert Scott
1536 | M | train-clean-360  | 25.23 | Marco
1544 | F | train-other-500  | 30.18 | LilianaVale
1545 | F | train-other-500  | 9.17  | AmyAG
1547 | F | train-clean-360  | 17.45 | Riddleman
1552 | M | train-clean-360  | 15.62 | Roger Turnau
1553 | F | train-clean-100  | 22.49 | Mim Ritty
1556 | M | train-clean-360  | 25.13 | geofred
1559 | M | train-other-500  | 18.95 | Luke Harrison
1563 | F | train-other-500  | 13.26 | Chandra Gioiello
1564 | F | train-other-500  | 22.58 | Hedvig
1566 | F | train-other-500  | 27.46 | Anna Christensen
1569 | F | train-other-500  | 25.00 | Kristine Mackin
1571 | M | train-clean-360  | 25.24 | Bob Tassinari
1572 | M | train-other-500  | 30.14 | Alan Clare
1578 | F | train-clean-100  | 25.01 | Lorelle Anderson
1579 | F | train-other-500  | 30.06 | Philippa Willitts
1580 | F | test-clean       | 8.07  | TinyPines
1585 | F | dev-other        | 10.03 | Nelly ()
1593 | F | train-other-500  | 28.90 | Kristine Bekere
1594 | M | train-clean-100  | 25.10 | Jon Scott Jones
1595 | M | train-other-500  | 30.22 | Riccardo Fasol
1601 | M | train-other-500  | 13.36 | Michael Yourshaw
1603 | M | train-clean-360  | 25.16 | Arouet
1607 | M | train-clean-360  | 24.74 | Claude Banta
1614 | M | train-other-500  | 30.11 | FNH
1618 | M | train-other-500  | 23.98 | Nicholas James Bridgewater
1621 | M | train-other-500  | 28.45 | Caliban
1624 | M | train-clean-100  | 22.03 | Daniel Shorten
1629 | F | train-clean-360  | 25.09 | Gwyneth
1630 | F | dev-other        | 10.06 | spiritualbeing
1633 | F | train-other-500  | 30.09 | Beecher
1634 | M | train-clean-360  | 17.65 | daxm
1636 | F | train-other-500  | 28.48 | Sandra Zera
1638 | M | train-clean-360  | 23.25 | Kyle M.
1639 | M | train-clean-360  | 25.07 | Joe Konno
1641 | F | train-clean-360  | 16.60 | Rohanna
1643 | M | train-other-500  | 12.85 | Chris Leslie-Hynan
1645 | M | train-clean-360  | 1.92  | David Shamp
1646 | M | train-other-500  | 30.03 | Ben Cobbett
1647 | M | train-other-500  | 30.07 | Rich Meyers
1648 | F | train-other-500  | 8.01  | Accent
1649 | F | train-clean-360  | 25.04 | Kalynda
1650 | M | dev-other        | 10.07 | WangHaojie
1651 | M | dev-other        | 4.53  | Brendan Hodge
1653 | F | train-other-500  | 28.72 | Carmina Sansone
1664 | F | train-other-500  | 27.98 | Shauna M
1665 | F | train-other-500  | 30.11 | Jessica AC Snyder
1668 | F | train-clean-360  | 22.96 | stepheather
1673 | F | dev-clean        | 8.07  | Tonia
1674 | F | train-other-500  | 30.15 | Jo
1678 | F | train-clean-360  | 25.08 | leonardswench
1679 | F | train-other-500  | 22.59 | Polly
1680 | F | train-other-500  | 18.27 | intothelight
1681 | F | train-other-500  | 28.90 | islajane
1685 | M | train-other-500  | 30.05 | Jonathan Horniblow
1686 | F | dev-other        | 10.11 | neelma
1688 | M | test-other       | 9.83  | winam
1690 | F | train-other-500  | 23.47 | Anne-Marie
1691 | F | train-other-500  | 25.27 | Classicsfan
1693 | F | train-other-500  | 9.41  | 4Cullen
1695 | F | train-other-500  | 23.70 | Steph
1696 | F | train-other-500  | 24.25 | Darcywil
1699 | M | train-other-500  | 29.66 | Gavin Smith
1701 | M | dev-other        | 10.03 | camelot2302
1704 | F | train-other-500  | 19.92 | JB
1705 | F | train-clean-360  | 23.78 | tittletattle
1708 | M | train-other-500  | 15.80 | Alaaious
1710 | F | train-other-500  | 12.02 | Gilly
1714 | F | train-other-500  | 16.02 | lauralee
1715 | F | train-other-500  | 24.53 | Marianna
1717 | F | train-other-500  | 14.81 | PJ
1721 | F | train-other-500  | 19.66 | Linnea
1723 | M | train-clean-100  | 25.12 | Rob Whelan
1724 | F | train-clean-360  | 25.05 | Anna Simon
1726 | F | train-other-500  | 22.71 | janeite
1731 | F | train-clean-360  | 25.06 | Dani
1733 | F | train-other-500  | 22.94 | Mira Cheskis
1734 | F | train-clean-360  | 15.86 | LuvDemBrooders
1736 | F | train-other-500  | 29.58 | LC
1737 | F | train-clean-100  | 25.04 | Erin Hastings
1740 | F | train-clean-360  | 25.22 | Shubda
1743 | M | train-clean-100  | 21.29 | Bryan Ness
1746 | M | train-other-500  | 21.36 | Theo Bacher
1748 | M | train-clean-360  | 25.16 | Brad Powers
1750 | F | train-other-500  | 30.09 | Lorie Heinrichs
1752 | F | train-clean-360  | 22.90 | Jan MacGillivray
1754 | F | train-clean-360  | 25.08 | Joan Freeman
1756 | F | train-other-500  | 30.02 | Tamara Hamilton
1757 | F | train-other-500  | 30.12 | cricket
1760 | F | train-other-500  | 29.06 | Matthew Howell
1765 | F | train-other-500  | 22.66 | Kelly Elizabeth
1767 | F | train-other-500  | 26.17 | Cori Dean
1769 | M | train-clean-360  | 25.21 | ej
1772 | M | train-other-500  | 30.11 | David A. Stokely
1773 | F | train-other-500  | 30.05 | Eliza Horne
1776 | M | train-clean-360  | 25.17 | Jim Eastman
1777 | M | train-clean-360  | 25.14 | Professor Chronotis
1779 | F | train-clean-360  | 18.05 | Cynthia Zocca
1780 | M | train-other-500  | 18.02 | Micah
1784 | F | train-other-500  | 21.61 | grovejade
1789 | M | train-clean-360  | 25.01 | Vin Reilly
1795 | M | train-other-500  | 17.33 | Muhammad Mussnoon
1800 | F | train-clean-360  | 25.14 | Scarlett!
1801 | M | train-clean-360  | 16.59 | Antonio
1804 | F | train-other-500  | 30.12 | Marie Manis
1806 | M | train-clean-360  | 25.05 | Gary W. Sherwin
1809 | F | train-other-500  | 23.28 | cucciasv
1811 | M | train-clean-360  | 20.41 | Eric Ray
1813 | F | train-other-500  | 16.81 | tesoro007
1815 | M | train-other-500  | 27.79 | Aringguth
1819 | F | train-other-500  | 28.09 | Shannon
1825 | F | train-clean-360  | 25.00 | srshel
1826 | M | train-clean-360  | 25.18 | Jacob Miller
1827 | M | train-clean-360  | 10.55 | Doug Wetzel
1828 | M | train-other-500  | 28.27 | James Gladwin
1841 | F | train-clean-100  | 25.13 | Laura Caldwell
1844 | M | train-other-500  | 23.49 | noonday
1845 | F | train-clean-360  | 25.15 | Katie Gibboney
1846 | M | train-other-500  | 30.02 | valikojohn
1849 | M | train-clean-360  | 25.05 | Kelly Dougherty
1851 | F | train-clean-360  | 25.03 | Kehinde
1859 | F | train-clean-360  | 25.17 | Jan Baxter
1863 | F | train-other-500  | 21.50 | Ania
1867 | M | train-clean-100  | 25.16 | Rowdy Delaney
1868 | M | train-other-500  | 30.08 | Graham Redman
1870 | M | train-other-500  | 29.41 | Stuart Bell
1874 | M | train-clean-360  | 25.21 | Ernst Schnell
1878 | M | train-other-500  | 27.47 | BLRossow
1885 | F | train-clean-360  | 14.38 | inkwelldragon
1898 | F | train-clean-100  | 25.01 | Jennifer
1901 | F | train-other-500  | 30.01 | Allyson Hester
1903 | M | train-clean-360  | 24.21 | Michael Thomas Robinson
1913 | M | train-clean-360  | 25.03 | Geoff Cowgill
1914 | M | train-clean-360  | 25.04 | Kevin Kivikko
1919 | F | dev-clean        | 8.17  | nprigoda
1920 | F | train-other-500  | 30.05 | Annika Feilbach
1923 | F | train-clean-360  | 25.05 | Maire Rhode
1924 | M | train-other-500  | 30.21 | Andrew Drinkwater
1926 | F | train-clean-100  | 25.19 | Nikki Sullivan
1931 | F | train-other-500  | 15.74 | poormedea
1933 | F | train-clean-360  | 14.97 | iremonger
1938 | M | train-other-500  | 22.02 | icyjumbo (1964-2010)
1943 | M | train-clean-360  | 23.10 | Corun
1944 | F | train-clean-360  | 25.03 | Carolyn Frances
1958 | M | train-clean-360  | 25.17 | Furio
1961 | F | train-clean-360  | 25.18 | Qhali
1963 | F | train-clean-100  | 25.19 | Belinda Brown
1968 | F | train-other-500  | 20.25 | lizzyblack
1970 | F | train-clean-100  | 25.13 | Dawn Larsen
1974 | F | train-clean-360  | 25.16 | Katie Baynes
1977 | F | train-other-500  | 27.80 | Jennie Hughes
1985 | M | train-other-500  | 24.71 | Jonny Lee
1987 | M | train-clean-360  | 25.19 | Michael Macedonia
1988 | F | dev-clean        | 8.16  | Ransom
1989 | M | train-other-500  | 8.99  | Sergio Baldelli
1992 | F | train-clean-100  | 12.29 | Michelle White
1993 | F | dev-clean        | 8.11  | Wendy Belcher
1995 | F | test-clean       | 8.06  | AJai Hilton
1998 | F | test-other       | 10.02 | Sonja
2001 | M | train-other-500  | 19.90 | Phillip David
2002 | M | train-clean-100  | 24.94 | Larry Maddocks
2003 | M | train-other-500  | 23.18 | The Penang Lawyer
2004 | F | train-clean-360  | 25.26 | Kim S
2007 | F | train-clean-100  | 25.21 | Sheila Morton
2010 | F | train-clean-360  | 21.53 | Julie Bynum
2012 | M | train-clean-360  | 25.20 | jburby
2013 | M | train-other-500  | 30.05 | Mark
2021 | M | train-other-500  | 30.04 | Keri Ford
2026 | F | train-other-500  | 29.39 | Mil Nicholson
2033 | M | test-other       | 10.03 | Filippo Gioachin
2035 | F | dev-clean        | 8.11  | Sharon Bautista
2039 | M | train-clean-360  | 25.02 | Anton
2042 | F | train-other-500  | 29.25 | Charlene V. Smith
2045 | M | train-clean-360  | 24.96 | David O'Connell
2046 | M | train-other-500  | 19.01 | kyleti
2050 | F | train-other-500  | 28.21 | Xe Sands
2051 | M | train-other-500  | 22.13 | Grant Petersen
2053 | F | train-clean-360  | 25.03 | Vincent Tapia
2056 | F | train-clean-360  | 22.72 | Nancy Roberts
2060 | F | train-clean-360  | 25.02 | Julie Pandya
2061 | F | train-clean-360  | 25.08 | Jodi Krangle
2062 | F | train-other-500  | 30.25 | Mindy H
2063 | M | train-other-500  | 22.02 | hearhis
2067 | M | train-other-500  | 30.15 | Nick Gisburne
2068 | F | train-other-500  | 14.75 | Priya, India
2074 | M | train-clean-360  | 25.06 | Tysto
2078 | M | dev-clean        | 8.03  | Kathy Caver
2085 | F | train-clean-360  | 25.09 | Stephanie Dupal-Demartin
2086 | M | dev-clean        | 8.04  | Nicodemus
2089 | F | train-other-500  | 30.14 | Martina
2090 | F | train-other-500  | 26.41 | Melissa
2092 | F | train-clean-100  | 25.10 | Elaine Hamby
2093 | M | train-clean-360  | 25.11 | RK Wilcox
2094 | F | test-clean       | 8.09  | amycsj
2096 | M | train-other-500  | 15.93 | Nick Marsh
2100 | F | train-other-500  | 26.76 | Katherine Holt
2104 | M | train-other-500  | 29.52 | R. S. Steinberg
2110 | M | train-clean-360  | 25.09 | Aaron Elliott
2113 | M | train-clean-360  | 24.66 | Andrew Vidal
2122 | M | train-other-500  | 10.61 | Kenneth R. Morefield
2127 | M | train-clean-360  | 20.16 | wrongshore
2133 | M | train-other-500  | 28.63 | Mat Messerschmidt
2136 | M | train-clean-100  | 25.18 | Great Plains
2137 | M | train-clean-360  | 25.02 | Jerome Lawsen
2140 | M | train-other-500  | 27.77 | Ralph Snelson
2143 | F | train-other-500  | 15.47 | Cat Schirf
2146 | M | train-clean-360  | 4.89  | Jeff Stuckey
2148 | F | train-other-500  | 30.17 | BethAnne
2149 | M | train-clean-360  | 23.08 | Mark Penfold
2152 | F | train-other-500  | 30.04 | redabrus
2156 | M | train-clean-360  | 25.18 | Roger Melin
2159 | M | train-clean-100  | 25.12 | Matthew Westra
2162 | M | train-clean-360  | 25.10 | Ray Clare
2167 | M | train-clean-360  | 25.00 | spiderman0521
2182 | F | train-clean-100  | 25.15 | Susan Umpleby
2185 | M | train-other-500  | 24.88 | Jonathan Feldman
2194 | F | train-clean-360  | 25.06 | RobbieRogers
2195 | M | train-other-500  | 29.06 | Joe Earley
2196 | F | train-clean-100  | 25.24 | Andrea Fiore
2198 | M | train-other-500  | 29.82 | Clive Catterall
2201 | M | train-clean-360  | 25.13 | Stephen Escalera
2204 | F | train-clean-360  | 25.04 | Pamnache
2208 | M | train-other-500  | 28.66 | Alan Brown
2229 | M | train-clean-360  | 21.96 | Pete Williams, Pittsburgh, PA
2230 | F | train-clean-360  | 25.03 | Isosceles
2234 | M | train-other-500  | 30.06 | Lars Rolander
2237 | F | train-other-500  | 23.41 | Chloey Winters
2238 | M | train-clean-360  | 25.09 | Will Larson
2240 | M | train-clean-360  | 25.17 | Ralph Volpi
2246 | M | train-other-500  | 30.11 | RaySee
2254 | F | train-clean-360  | 25.07 | Heidi Preuss
2256 | F | train-clean-360  | 25.06 | tamurile
2262 | M | train-other-500  | 25.53 | Andy
2269 | F | train-clean-360  | 25.06 | Rhonda Federman
2270 | F | train-other-500  | 30.08 | Megan Kunkel
2272 | M | train-clean-360  | 25.18 | Alec Daitsman
2273 | M | train-other-500  | 22.65 | Peter Kelleher
2275 | F | train-other-500  | 19.97 | Lori H
2276 | F | train-other-500  | 30.09 | Andrea
2277 | F | dev-clean        | 8.01  | zinniz
2279 | M | train-other-500  | 20.83 | Gilles Lehoux
2284 | M | train-other-500  | 30.20 | Zapo
2285 | M | train-clean-360  | 25.16 | Bob Sage
2288 | F | train-other-500  | 30.13 | Ellis Christoff
2289 | M | train-clean-100  | 25.08 | David Kleparek
2292 | M | train-other-500  | 30.17 | Dick Durette
2294 | M | train-clean-360  | 25.24 | James Christopher
2297 | F | train-other-500  | 30.20 | Philippa
2299 | M | train-clean-360  | 25.23 | cpalmer17
2300 | M | test-clean       | 8.19  | Mitchell L Leopard
2301 | F | train-other-500  | 30.09 | Chris Jones
2309 | M | train-other-500  | 30.03 | Wyatt
2312 | F | train-other-500  | 30.22 | Lucy Lo Faro
2319 | M | train-clean-360  | 25.21 | Jack Farrell
2334 | M | train-clean-360  | 25.03 | David Lipa
2339 | F | train-other-500  | 30.09 | skellie
2341 | M | train-other-500  | 30.04 | webround
2346 | F | train-other-500  | 17.91 | FirstKnight
2348 | F | train-clean-360  | 22.53 | KellyLC
2351 | F | train-other-500  | 30.08 | hugoceline
2356 | M | train-other-500  | 30.20 | Paul Curran
2361 | F | train-other-500  | 30.24 | M. J. Boyle
2364 | F | train-clean-360  | 23.86 | Anna-Maria Viola
2368 | M | train-clean-360  | 25.08 | Alex C. Telander
2374 | F | train-other-500  | 21.75 | M.C.Y.
2380 | M | train-other-500  | 17.00 | Jacob Cherry
2384 | M | train-clean-100  | 20.21 | Ger
2388 | M | train-clean-360  | 25.01 | Greg Bell
2391 | F | train-clean-100  | 24.54 | treefingers
2393 | M | train-clean-360  | 22.63 | Michael Bradford
2397 | M | train-clean-360  | 25.14 | texttalker
2401 | F | train-clean-360  | 21.95 | Matt Warzel
2404 | M | train-clean-360  | 25.21 | n8evv
2405 | M | train-other-500  | 30.11 | musil
2407 | M | train-other-500  | 28.95 | ajmacbeth
2411 | F | train-clean-360  | 25.04 | kristiface
2412 | F | dev-clean        | 8.06  | calystra
2414 | M | test-other       | 10.10 | Ashwin Jain
2416 | F | train-clean-100  | 25.17 | Julia Albath
2427 | M | train-clean-360  | 25.02 | Ed Meade
2428 | M | dev-clean        | 8.02  | Stephen Kinford
2436 | M | train-clean-100  | 25.15 | Seth Adam Sher
2437 | M | train-other-500  | 21.23 | Wetcoast
2445 | F | train-other-500  | 13.04 | musici123
2448 | M | train-other-500  | 23.07 | David Federman
2473 | M | train-clean-360  | 25.16 | Hoosemon
2481 | F | train-clean-360  | 25.07 | Alana Jordan
2485 | F | train-other-500  | 30.03 | Serin
2487 | F | train-other-500  | 28.17 | Rachel Lintern
2488 | F | train-other-500  | 30.16 | Lisa Wilson
2491 | M | train-other-500  | 20.67 | johnb
2494 | M | train-clean-360  | 25.03 | Mark Cawley
2496 | M | train-other-500  | 30.10 | Ben Dutton
2498 | F | train-clean-360  | 25.05 | B. Grebe
2499 | M | train-clean-360  | 25.14 | Paul Henry Tremblay
2504 | F | train-other-500  | 14.22 | Helen Elsbeth
2506 | F | dev-other        | 8.52  | Julie VW
2512 | F | train-clean-360  | 24.05 | Marion
2514 | M | train-clean-100  | 25.11 | S. Young
2517 | M | train-clean-360  | 25.25 | Gayland Darnell
2518 | M | train-clean-100  | 25.06 | Rob Powell
2522 | F | train-other-500  | 23.34 | senshisteph
2526 | M | train-other-500  | 30.09 | Bob Gilham
2531 | M | train-clean-360  | 25.12 | Greg Weeks
2532 | F | train-clean-360  | 25.11 | Jennifer Lott
2533 | M | train-clean-360  | 15.81 | Steven Proctor
2541 | M | train-other-500  | 30.04 | Eddie Winter
2544 | F | train-other-500  | 30.02 | Annise
2545 | M | train-other-500  | 15.29 | the quiet fox
2552 | M | train-other-500  | 28.82 | Daniel Cranston
2553 | F | train-other-500  | 30.04 | daisy55
2562 | M | train-clean-360  | 25.19 | Scott Merrill
2568 | F | train-other-500  | 30.07 | Elena the Quiet
2570 | F | train-clean-360  | 25.05 | kindlibrarian
2573 | F | train-clean-360  | 25.00 | Becca B
2574 | M | train-other-500  | 28.34 | TimSC
2577 | F | train-clean-360  | 25.16 | K Hindall
2581 | F | train-clean-360  | 25.12 | Julie Levi
2582 | F | train-clean-360  | 25.16 | dolce
2587 | F | train-other-500  | 30.13 | Anne Cheng
2588 | M | train-other-500  | 26.44 | Padraig O'hIceadha
2589 | M | train-clean-360  | 25.04 | Jordan
2592 | F | train-clean-360  | 20.82 | Anna Roberts
2598 | F | train-clean-360  | 23.05 | Barbara Bulkeley
2606 | M | train-other-500  | 30.16 | Marc Tanti
2607 | F | train-other-500  | 30.11 | Ruth Golding
2609 | M | test-other       | 10.10 | Ian Hatley
2618 | M | train-clean-360  | 24.51 | Phil Surette
2624 | M | train-other-500  | 30.05 | David Nicol
2625 | F | train-other-500  | 20.53 | Auntie Em
2628 | M | train-clean-360  | 25.22 | Zloot
2638 | F | train-clean-360  | 25.02 | Dawn
2652 | F | train-clean-360  | 15.01 | MixieArmadillo
2654 | M | train-clean-360  | 16.45 | Notelrac
2660 | M | train-other-500  | 30.01 | mpetranech
2671 | F | train-other-500  | 21.49 | Foreign Girl
2673 | M | train-clean-360  | 25.06 | jude kaider
2674 | M | train-clean-360  | 24.32 | Jason Procopio
2676 | F | train-other-500  | 27.44 | missizii
2688 | M | train-clean-360  | 25.15 | Christopher Jennings
2691 | F | train-clean-100  | 25.16 | Donna Stewart
2694 | F | train-other-500  | 29.43 | DianaJMB
2696 | M | train-clean-360  | 15.92 | anonymous
2709 | F | train-clean-360  | 17.49 | PopularOutcast
2712 | F | train-other-500  | 27.11 | anoldfashiongirl
2724 | M | train-other-500  | 20.73 | Michael Dalling
2730 | F | train-other-500  | 24.25 | Shirley Anderson
2733 | M | train-other-500  | 15.37 | CalmDragon
2735 | F | train-other-500  | 14.04 | ASchindler
2740 | M | train-other-500  | 22.19 | Tony Ashworth
2741 | F | train-clean-360  | 25.21 | Jan Dawn Doronila
2748 | F | train-other-500  | 24.78 | Annoying Twit
2751 | F | train-clean-360  | 24.39 | Angela Kelley
2754 | F | train-other-500  | 30.12 | peaceuntoyou
2758 | F | train-clean-360  | 25.19 | SopranoHarmony
2762 | F | train-other-500  | 30.01 | Phillipa Chantry
2764 | F | train-clean-100  | 25.19 | Piper Hale
2769 | M | train-clean-360  | 25.25 | Anthony Wilson
2774 | M | train-clean-360  | 25.14 | William Kevin Manire
2775 | F | train-clean-360  | 25.17 | ink tree
2785 | F | train-clean-360  | 25.23 | humeangel
2787 | M | train-clean-360  | 19.66 | Quentin Manuel
2790 | F | train-clean-360  | 25.09 | Victoria Slonosky
2792 | F | train-other-500  | 30.16 | Varra Unreal
2803 | M | dev-clean        | 8.20  | aquielisunari
2812 | M | train-clean-360  | 14.63 | Greg Hartley
2815 | M | train-clean-360  | 15.98 | Michael Sample
2816 | M | train-clean-360  | 25.19 | Andrew Symons
2817 | F | train-clean-100  | 25.14 | Catherine Millward
2823 | M | train-clean-360  | 18.78 | ChrisC
2825 | M | train-other-500  | 30.02 | Ernst Pattynama
2827 | M | train-clean-360  | 21.49 | David Leeson
2830 | M | test-clean       | 8.04  | Tim Perkins
2834 | F | train-other-500  | 30.02 | Ksushi
2836 | F | train-clean-100  | 25.12 | Linda McDaniel
2843 | M | train-clean-100  | 25.18 | ricell
2853 | F | train-clean-360  | 25.00 | Jane Greensmith
2854 | M | train-other-500  | 30.25 | Andrew Coleman
2882 | F | train-clean-360  | 23.84 | ayngelwing
2893 | M | train-clean-100  | 24.41 | Ryan Sutter
2895 | F | train-other-500  | 24.14 | Jenny Lundak
2902 | M | dev-clean        | 8.10  | dexter
2909 | F | train-other-500  | 30.13 | Petra
2910 | F | train-clean-100  | 22.33 | Janna
2911 | M | train-clean-100  | 25.10 | David Lawrence
2919 | F | train-other-500  | 30.17 | Raerity
2920 | F | train-clean-360  | 25.18 | Rechelle
2925 | F | train-other-500  | 26.47 | Darla
2929 | M | train-clean-360  | 25.15 | Topaz
2930 | M | train-other-500  | 20.36 | BUAES
2943 | F | train-other-500  | 30.09 | Sarah Gutierrez
2946 | M | train-other-500  | 19.68 | Markus Wachenheim
2952 | M | train-clean-100  | 25.02 | Scott Carpenter
2960 | M | train-clean-360  | 25.03 | Scotty
2961 | F | test-clean       | 8.07  | Leni
2967 | F | train-other-500  | 30.26 | Landii
2971 | M | train-clean-360  | 25.01 | Matthew C. Heckel
2975 | F | train-other-500  | 26.46 | Sarafina Suransky
2979 | F | train-other-500  | 18.85 | Jilliane Brandt
2985 | M | train-other-500  | 21.98 | Cantor
2988 | F | train-other-500  | 30.16 | Larissa Little
2989 | F | train-clean-100  | 25.21 | Jamie Strassenburg, Cypress, California
2990 | M | train-other-500  | 30.07 | Tom Crawford
2992 | M | train-clean-360  | 24.13 | davechase
2997 | F | train-other-500  | 30.26 | Violet
2998 | M | train-other-500  | 30.04 | Kim Jansen
2999 | M | train-clean-360  | 25.16 | Joseph Finkberg
3000 | M | dev-clean        | 8.03  | Brian von Dedenroth
3001 | F | train-clean-360  | 21.97 | priscilla hewitt
3003 | F | train-clean-360  | 25.09 | Sue Anderson
3005 | M | test-other       | 10.04 | Ken Tischler
3006 | F | train-other-500  | 30.14 | MorganScorpion
3008 | F | train-clean-360  | 25.17 | Gloria Zbilicki
3009 | M | train-clean-360  | 25.00 | Jim Ruddy
3020 | M | train-other-500  | 30.07 | Mike Vendetti
3021 | M | train-other-500  | 29.27 | leetcr
3025 | F | train-clean-360  | 25.07 | MichelleHarris
3032 | M | train-clean-360  | 25.10 | Utek
3033 | F | train-other-500  | 30.09 | valli
3045 | M | train-other-500  | 27.99 | Cameron Conaway
3046 | F | train-clean-360  | 25.21 | Stephanie Land
3053 | F | train-other-500  | 20.98 | Tracy Yonemoto
3054 | M | train-other-500  | 23.13 | GerryR
3060 | M | train-other-500  | 26.15 | Didier
3063 | M | train-other-500  | 25.29 | markman
3070 | M | train-clean-360  | 25.15 | Mike Schwabe
3072 | M | train-clean-360  | 25.05 | Chris Amos
3079 | F | train-other-500  | 7.10  | nivedita
3080 | F | test-other       | 10.13 | breathe
3081 | F | dev-clean        | 8.00  | Renata
3082 | M | train-clean-360  | 17.05 | Logan McCamon
3083 | F | train-clean-360  | 25.06 | Emily Jarmard
3088 | M | train-other-500  | 14.21 | Sean O'Hara
3090 | F | train-other-500  | 22.39 | kelcymx
3092 | F | train-clean-360  | 25.06 | Maggie Russell
3094 | F | train-clean-360  | 25.10 | moe
3097 | M | train-other-500  | 28.71 | nitram
3098 | M | train-other-500  | 28.85 | woggy298
3100 | M | train-other-500  | 29.56 | David Higham
3105 | M | train-clean-360  | 25.20 | gfairch511
3109 | M | train-other-500  | 30.20 | Diogenes Dog
3112 | F | train-clean-100  | 25.08 | Jessica Louise
3114 | M | train-clean-360  | 25.04 | Geoffrey Edwards
3118 | M | train-clean-360  | 25.06 | George Yeager
3119 | F | train-clean-360  | 25.18 | Sharon Riskedahl
3125 | F | train-other-500  | 30.23 | Fran
3132 | M | train-other-500  | 29.97 | Andy Yu
3135 | M | train-other-500  | 20.03 | Steve Foreman
3137 | M | train-other-500  | 20.23 | Parrot
3138 | F | train-other-500  | 3.53  | Labyrinth Composer
3142 | M | train-other-500  | 15.12 | RogerA
3143 | F | train-other-500  | 23.59 | suzanne
3144 | M | train-other-500  | 30.01 | jfmarchini
3148 | M | train-other-500  | 18.41 | artos
3157 | F | train-clean-360  | 25.05 | TriciaG
3168 | M | train-clean-100  | 23.90 | David Anton
3170 | M | dev-clean        | 8.10  | VOICEGUY
3171 | M | train-clean-360  | 25.11 | JoeD
3172 | F | train-other-500  | 29.24 | Beatrice
3179 | F | train-other-500  | 26.80 | Robin
3180 | M | train-clean-360  | 25.01 | Mike Conrad
3185 | M | train-clean-360  | 25.02 | JohnNewman
3187 | M | train-clean-360  | 24.32 | Wasichu
3192 | M | train-other-500  | 30.07 | Arfuhrm
3196 | F | train-other-500  | 30.19 | Elizabeth Harker
3214 | M | train-clean-100  | 25.08 | fourteatoo
3215 | F | train-clean-360  | 25.02 | Shirley Ellen
3221 | M | train-clean-360  | 25.12 | David Schoepf
3224 | F | train-clean-360  | 25.19 | Acacia Wood
3227 | F | train-other-500  | 17.26 | Betina
3228 | F | train-clean-360  | 25.01 | Benuathanasia
3230 | M | train-clean-360  | 25.13 | rasputin
3235 | F | train-clean-100  | 24.94 | Karen Commins
3238 | M | train-other-500  | 19.07 | nihilist00
3240 | M | train-clean-100  | 25.09 | flakker
3242 | M | train-clean-100  | 25.03 | peac
3244 | F | train-other-500  | 30.09 | wilwarin
3245 | F | train-other-500  | 30.10 | wendy
3257 | M | train-other-500  | 30.17 | Jay Vance
3258 | F | train-clean-360  | 23.50 | mwalimu
3259 | F | train-clean-100  | 25.19 | Kate West
