; Some pipe(|) separated metadata about the audio chapters included in the corpus.
;
; The meaning of the fields in left-to-right order is as follows:
;
; chapter_id: the ID of the chapter in the LibriVox's database
; reader_id: the ID of the reader in the LibriVox's database
; duration: how many minutes of this chapter are used in the corpus
; subset: the corpus subset to which this chapter is assigned
; project_id: the LibriVox project ID
; book_id: the Project Gutenberg's ID for the book on which the LibriVox project is based
; chapter_title: the title of the chapter on LibriVox
; project_title: the title of the LibriVox project
;
;ID    |READER|MINUTES| SUBSET           | PROJ.|BOOK ID| CH. TITLE | PROJECT TITLE
47237  | 5157 | 8.96  | train-clean-360  | 4764 | 15437 | Letters from Sir William Hamilton to Lady Hamilton, Letters 10-17 | Letters of Lord Nelson to Lady Hamilton, Volume II
47238  | 5157 | 5.46  | train-clean-360  | 4764 | 15437 | Letters from Sir William Hamilton to Lord Nelson, Letters 1-6 | Letters of Lord Nelson to Lady Hamilton, Volume II
47239  | 5157 | 10.84 | train-clean-360  | 4764 | 15437 | Letters from Sir William Hamilton to Lord Nelson, Letters 7-12 | Letters of Lord Nelson to Lady Hamilton, Volume II
47240  | 5628 | 6.63  | train-other-500  | 4764 | 15437 | Letters from Lord Nelson to Sir William Hamilton, Letters 1-6 | Letters of Lord Nelson to Lady Hamilton, Volume II
47241  | 5628 | 8.00  | train-other-500  | 4764 | 15437 | Letters from Lord Nelson to Sir William Hamilton, Letters 7-12 | Letters of Lord Nelson to Lady Hamilton, Volume II
47246  | 3699 | 7.42  | train-clean-100  | 4765 | 17780 | Amos Barton - 04 | Scenes of Clerical Life
47541  | 6918 | 16.57 | train-clean-360  | 4776 | 10800 | 05 - Partition 3, Section 1, Member 3 | Anatomy of Melancholy Volume 3
47545  | 6962 | 10.53 | train-other-500  | 4776 | 10800 | 09 - Partition 3, Section 2, Member 2, Subsection 2, Part 1 | Anatomy of Melancholy Volume 3
47824  | 118  | 15.47 | train-clean-100  | 4784 | 10869 | 13 - The Amazing Meeting in the Shadows of the Old Courtyard - part 1 | Abandoned Room
48014  | 1901 | 9.66  | train-other-500  | 4793 | 1902  | 3 - Chapter III | Old Peabody Pew
48032  | 6119 | 18.01 | train-clean-360  | 4794 | 308   | Chapter 6 | Three Men in a Boat (To Say Nothing of the Dog) (version 2)
48169  | 4193 | 9.63  | train-other-500  | 4801 | 389   | IV-The Discovery in Paul Street | Great God Pan
48170  | 4193 | 9.43  | train-other-500  | 4801 | 389   | V-The Letter of Advice | Great God Pan
48173  | 4193 | 11.17 | train-other-500  | 4801 | 389   | VIII-The Fragments | Great God Pan
48196  | 6199 | 9.24  | train-other-500  | 4802 | 7481  | The First Wedding | Three Clerks
48224  | 6583 | 15.99 | train-other-500  | 4802 | 7481  | The Criminal Population is Disposed of | Three Clerks
48302  | 5720 | 5.51  | train-other-500  | 4805 | 3266  | 13 - A Surprise All Around | Miss Billy
48361  | 5746 | 12.39 | train-clean-360  | 4806 | 2848  | 09 - Book 17, Ch 05 | Antiquities of the Jews, Volume 4
48362  | 5746 | 12.69 | train-clean-360  | 4806 | 2848  | 10 - Book 17, Ch 06-08 | Antiquities of the Jews, Volume 4
48377  | 5093 | 5.13  | train-clean-360  | 4806 | 2848  | 25 - Book 19, Ch 08-09 | Antiquities of the Jews, Volume 4
48513  | 4438 | 8.38  | train-clean-360  | 4812 | 34366 | 03 - Chapter III | Vera
48525  | 4438 | 9.37  | train-clean-360  | 4812 | 34366 | 15 - Chapter XV | Vera
48574  | 5911 | 11.74 | train-other-500  | 4813 | 3438  | 01 - Two Hundred and Thirty-eighth Night to Two Hundred and Fortieth Night | Book of A Thousand Nights and a Night (Arabian Nights), Volume 04
48575  | 5735 | 11.45 | train-other-500  | 4813 | 3438  | 02 - Two Hundred and Forty-First Night to Two Hundred and Forty-third Night | Book of A Thousand Nights and a Night (Arabian Nights), Volume 04
48579  | 5767 | 17.85 | train-clean-360  | 4813 | 3438  | 06 - Two Hundred and Fifty-fifth Night to Two Hundred and Fifty-seventh Night | Book of A Thousand Nights and a Night (Arabian Nights), Volume 04
48598  | 5285 | 8.61  | train-other-500  | 4813 | 3438  | 25 - Three Hundred and Fourteenth Night to Three Hundred and Sixteenth Night | Book of A Thousand Nights and a Night (Arabian Nights), Volume 04
48603  | 5929 | 12.62 | train-other-500  | 4813 | 3438  | 30 - Three Hundred and Thirty-first Night to Three Hundred and Thirty-third Night | Book of A Thousand Nights and a Night (Arabian Nights), Volume 04
48608  | 5808 | 13.30 | train-clean-100  | 4813 | 3438  | 35 - Three Hundred and Forty-seventh Night to Three Hundred and Fiftieth Night | Book of A Thousand Nights and a Night (Arabian Nights), Volume 04
48803  | 5725 | 13.14 | train-other-500  | 4820 | 4599  | 05 - About L. D | Small House at Allington
48807  | 5720 | 24.61 | train-other-500  | 4820 | 4599  | 09 - Mrs Dale's Little Party | Small House at Allington
48830  | 5618 | 15.83 | train-clean-360  | 4820 | 4599  | 32 - Pawkins's in Jermyn Street | Small House at Allington
48831  | 5618 | 9.24  | train-clean-360  | 4820 | 4599  | 33 - 'The Time Will Come' | Small House at Allington
48842  | 5712 | 12.73 | train-clean-360  | 4820 | 4599  | 44 - Valentine's Day at Allington | Small House at Allington
48845  | 5826 | 12.00 | train-other-500  | 4820 | 4599  | 47 - The New Private Secretary | Small House at Allington
48848  | 5712 | 12.32 | train-clean-360  | 4820 | 4599  | 50 - Mrs Dale Is Thankful for a Good Thing | Small House at Allington
48852  | 5867 | 23.63 | train-clean-100  | 4820 | 4599  | 54 - The Second Visit to the Guestwick Bridge | Small House at Allington
49593  | 5796 | 10.66 | train-other-500  | 4850 | 10466 | 07 - The Story of Prince Fairyfoot Part 2 | Little Saint Elizabeth and Other Stories
49594  | 5796 | 9.80  | train-other-500  | 4850 | 10466 | 08 - The Story of Prince Fairyfoot Part 3 | Little Saint Elizabeth and Other Stories
49746  | 4712 | 9.68  | train-other-500  | 4854 | 11417 | The Lay of The Dolorous Knight | French Mediaeval Romances from the Lays of Marie de France
49750  | 5723 | 8.58  | train-clean-360  | 4854 | 11417 | The Lay of The Two Lovers | French Mediaeval Romances from the Lays of Marie de France
49755  | 6258 | 20.49 | train-clean-360  | 4854 | 11417 | The Lay of Milon | French Mediaeval Romances from the Lays of Marie de France
50109  | 5325 | 7.54  | train-other-500  | 4866 | 2300  | XIX Secondary Sexual Characters of Man pt.2 | Descent of Man and Selection in Relation to Sex, Part 3
50138  | 7205 | 6.83  | train-other-500  | 4867 | 2505  | 24 - Chapter 18 | Heir of Redclyffe
50150  | 6967 | 13.96 | train-other-500  | 4867 | 2505  | 36 - Chapter 29, Part 2 | Heir of Redclyffe
50152  | 6967 | 16.09 | train-other-500  | 4867 | 2505  | 38 - Chapter 30, Part 2 | Heir of Redclyffe
50266  | 5756 | 2.09  | train-other-500  | 4873 | 4405  | 14 - Ch. 10 | Shaving of Shagpat
50452  | 5725 | 4.67  | train-other-500  | 4880 | 4965  | 01 - Ch XXXVI: An Incident | Waverley, Volume 2
50453  | 5671 | 10.18 | train-other-500  | 4880 | 4965  | 02 - Ch XXXVII: Waverley Is Still in Distress | Waverley, Volume 2
50454  | 5671 | 6.24  | train-other-500  | 4880 | 4965  | 03 - Ch XXXVIII: A Noctournal Adventure | Waverley, Volume 2
50456  | 6159 | 8.30  | train-other-500  | 4880 | 4965  | 05 - Ch XL: An Old and a New Acquaintance | Waverley, Volume 2
50469  | 6087 | 9.45  | train-other-500  | 4880 | 4965  | 18 - Ch LIII: Fergus a Suitor | Waverley, Volume 2
50486  | 5671 | 6.65  | train-other-500  | 4880 | 4965  | 35 - Ch LXX: Dulce Domum | Waverley, Volume 2
50561  | 174  | 2.43  | dev-clean        | 4884 | 2032  | Introduction | Martin Pippin in the Apple Orchard
50776  | 5731 | 7.68  | train-clean-360  | 4897 | 721   | 4 - "Birds of a Feather Flock Together" | Birds' Christmas Carol (version 2)
50777  | 5731 | 8.21  | train-clean-360  | 4897 | 721   | 5 - Some Other Birds Are Taught to Fly | Birds' Christmas Carol (version 2)
50778  | 5731 | 9.25  | train-clean-360  | 4897 | 721   | 6 - "When the Pie Was Opened, the Birds Began to Sing" | Birds' Christmas Carol (version 2)
50873  | 5849 | 5.01  | dev-other        | 4903 | 26282 | Chapter 06-The Charter Oak | Witch of Salem
50883  | 5825 | 16.25 | train-other-500  | 4903 | 26282 | Chapter 16-Escape and Flight | Witch of Salem
50948  | 5952 | 3.02  | train-other-500  | 4906 | 6950  | 05 - A Queer Stage Driver | Bobbsey Twins at the Seashore
50960  | 5854 | 10.91 | train-other-500  | 4906 | 6950  | 17 - Old Friends | Bobbsey Twins at the Seashore
50962  | 5849 | 2.48  | dev-other        | 4906 | 6950  | 19 - Life-Savers | Bobbsey Twins at the Seashore
50963  | 5849 | 1.50  | dev-other        | 4906 | 6950  | 20 - The Happy Reunion | Bobbsey Twins at the Seashore
50964  | 5849 | 1.01  | dev-other        | 4906 | 6950  | 21 - Good-By | Bobbsey Twins at the Seashore
51153  | 5796 | 5.39  | train-other-500  | 4914 | 3642  | 01 - The Harvest-field | Belgian Twins
51162  | 5809 | 7.99  | train-clean-360  | 4914 | 3642  | 10 - Off the Tow-path | Belgian Twins
51163  | 5809 | 8.25  | train-clean-360  | 4914 | 3642  | 11 - The Attack | Belgian Twins
51653  | 6076 | 10.81 | train-other-500  | 4927 | 5225  | 13 - Vol 4 - Encolpius, Giton and Eumolpus Escape by Sea, Ch 99-105 | Satyricon
51654  | 6076 | 8.03  | train-other-500  | 4927 | 5225  | 14 - Vol 4 - Encolpius, Giton and Eumolpus Escape by Sea, Ch 106-110 | Satyricon
51655  | 6076 | 11.19 | train-other-500  | 4927 | 5225  | 15 - Vol 4 - Encolpius, Giton, and Eumolpus Escape by Sea, Ch 111-116 | Satyricon
51657  | 2854 | 12.95 | train-other-500  | 4927 | 5225  | 17 - Vol 5 - Affairs at Crotona, Ch 125-131 | Satyricon
51658  | 2854 | 17.30 | train-other-500  | 4927 | 5225  | 18 - Vol 5 - Affairs at Crotona, Ch 132-137 | Satyricon
51744  | 5700 | 9.37  | train-other-500  | 4934 | 98    | Bk2 Ch13 - The Fellow of No Delicacy | Tale of Two Cities
51758  | 5700 | 10.36 | train-other-500  | 4934 | 98    | Bk3 Ch03 - The Shadow | Tale of Two Cities
52067  | 5545 | 6.30  | train-other-500  | 4949 | 14681 | Memoranda and Log-Books | Art of Travel
52072  | 5545 | 5.15  | train-other-500  | 4949 | 14681 | Carriages | Art of Travel
52083  | 6236 | 29.03 | train-other-500  | 4949 | 14681 | Fire | Art of Travel
52087  | 5914 | 8.82  | train-clean-360  | 4949 | 14681 | Gun-fittings and Ammunition | Art of Travel
52088  | 5914 | 16.32 | train-clean-360  | 4949 | 14681 | Hints on Shooting | Art of Travel
52134  | 5781 | 8.97  | train-other-500  | 4951 | 15096 | 04 - Chapter 2 Part 1 | My Life in the South
52135  | 5781 | 6.57  | train-other-500  | 4951 | 15096 | 05 - Chapter 2 Part 2 | My Life in the South
52137  | 5781 | 14.61 | train-other-500  | 4951 | 15096 | 07 - Chapter 2 Part 4 | My Life in the South
52158  | 5906 | 22.55 | train-other-500  | 4953 | 30601 | Chapter 2, part 2 | How to Analyze People on Sight Through the Science of Human Analysis: The Five Human Types
52159  | 5874 | 14.68 | train-other-500  | 4953 | 30601 | Chapter 3, part 1 | How to Analyze People on Sight Through the Science of Human Analysis: The Five Human Types
52160  | 5874 | 15.20 | train-other-500  | 4953 | 30601 | Chapter 3, part 2 | How to Analyze People on Sight Through the Science of Human Analysis: The Five Human Types
52164  | 5911 | 18.40 | train-other-500  | 4953 | 30601 | Chapter 5, part 2 | How to Analyze People on Sight Through the Science of Human Analysis: The Five Human Types
52195  | 4438 | 7.25  | train-clean-360  | 4954 | 1056  | 12 - Chapter XII | Martin Eden
53035  | 5825 | 13.99 | train-other-500  | 4984 | 2842  | Chapter 5-The Doom Pool | Black Heart and White Heart
53038  | 6127 | 7.53  | train-other-500  | 4985 | 24875 | A Fortunate Mistake | Lucy Maud Montgomery Short Stories, 1904
53046  | 5321 | 11.02 | train-other-500  | 4985 | 24875 | Mrs. March's Revenge | Lucy Maud Montgomery Short Stories, 1904
53048  | 5910 | 13.96 | train-other-500  | 4985 | 24875 | Natty of Blue Point | Lucy Maud Montgomery Short Stories, 1904
53049  | 6267 | 3.71  | dev-other        | 4985 | 24875 | Penelope's Party Waist | Lucy Maud Montgomery Short Stories, 1904
53143  | 5910 | 4.34  | train-other-500  | 4987 | 31184 | The Song of the Wheels | Poems
53181  | 5285 | 2.39  | train-other-500  | 4990 | 18464 | Deacon's Masterpiece, The | Wit and Humor of America, Vol 01
53254  | 6749 | 8.05  | train-other-500  | 4992 | 169   | 13 - The Streets of the Burg of the Four Friths | Well at the World's End
53256  | 6749 | 7.93  | train-other-500  | 4992 | 169   | 15 - 	How Ralph Departed From the Burg of the Four Friths | Well at the World's End
53261  | 6947 | 6.65  | train-other-500  | 4992 | 169   | 20 - 	Ralph Meeteth a Man in the Wood | Well at the World's End
53262  | 6947 | 5.09  | train-other-500  | 4992 | 169   | 21 - 	Ralph Weareth Away Three Days Uneasily | Well at the World's End
53263  | 6947 | 12.03 | train-other-500  | 4992 | 169   | 22 - An Adventure in the Wood | Well at the World's End
53264  | 6947 | 6.45  | train-other-500  | 4992 | 169   | 23 -   	The Leechcraft of the Lady | Well at the World's End
53320  | 6550 | 8.13  | train-clean-360  | 4997 | 2048  | 09 - The Art of Book-making | Sketch Book of Geoffrey Crayon, Gent.
53342  | 6567 | 25.05 | train-clean-360  | 4997 | 2048  | 31 - The Pride of the Village | Sketch Book of Geoffrey Crayon, Gent.
53343  | 6550 | 10.75 | train-clean-360  | 4997 | 2048  | 32 - The Angler | Sketch Book of Geoffrey Crayon, Gent.
53458  | 5635 | 8.79  | train-clean-360  | 5002 | 4357  | 05 - The Enchanted Types | American Fairy Tales
53496  | 5826 | 9.82  | train-other-500  | 5003 | 3045  | 28 - Showing How Major Grantly Took a Walk. | Last Chronicle of Barset
53497  | 5826 | 8.30  | train-other-500  | 5003 | 3045  | 29 - Miss Lily Dale's Logic. | Last Chronicle of Barset
53512  | 5136 | 8.83  | train-other-500  | 5003 | 3045  | 44 - I Suppose I Must Let You Have It. | Last Chronicle of Barset
53638  | 816  | 11.14 | train-clean-360  | 5008 | 24022 | Stave 05 | Christmas Carol (Version 3)
53906  | 4344 | 9.64  | train-other-500  | 5019 | 2667  | Chapter 14 | Vicar of Wakefield (version 2)
54006  | 5975 | 25.12 | train-clean-360  | 5023 | 1751  | 04 - The Talisman of Solomon (Part II) | Twilight Land
54007  | 6078 | 11.24 | train-clean-100  | 5023 | 1751  | 05 - Ill-Luck and the Fiddler | Twilight Land
54013  | 6078 | 13.78 | train-clean-100  | 5023 | 1751  | 11 - The Fruit of Happiness | Twilight Land
54016  | 5940 | 17.22 | train-clean-360  | 5023 | 1751  | 14 - Wisdom's Wages and Folly's Pay | Twilight Land
54019  | 5952 | 13.50 | train-other-500  | 5023 | 1751  | 17 - Where to Lay the Blame | Twilight Land
54083  | 8432 | 5.31  | train-other-500  | 5030 | 3169  | 5: A Conference On Deck | Pursuit of the House-Boat
54099  | 3588 | 10.27 | train-other-500  | 5031 | 1839  | Chapter VI | Other Things Being Equal
54108  | 587  | 11.72 | train-clean-100  | 5031 | 1839  | Chapter XV | Other Things Being Equal
54186  | 2587 | 9.22  | train-other-500  | 5037 | 34610 | Schumann, the Intimate | How to Appreciate Music
54188  | 5840 | 15.12 | train-other-500  | 5037 | 34610 | With PaderewskiA Modern Pianist on Tour | How to Appreciate Music
54193  | 5840 | 5.76  | train-other-500  | 5037 | 34610 | A Note on Chamber Music | How to Appreciate Music
54280  | 5244 | 9.85  | train-other-500  | 5046 | 33695 | 8 - The Yellow Domino, part 1 | X Y Z - A Detective Story
54390  | 5893 | 10.57 | train-other-500  | 5052 | 5962  | 10 - What Does it Matter? | Oh, Money! Money!
54391  | 5893 | 12.11 | train-other-500  | 5052 | 5962  | 11 - Santa Claus Arrives | Oh, Money! Money!
54413  | 5970 | 13.54 | train-other-500  | 5053 | 17854 | 02 - A Farewell Dinner | Sport of the Gods
54419  | 6051 | 7.17  | train-other-500  | 5053 | 17854 | 08 - An Evening Out | Sport of the Gods
54421  | 6051 | 6.98  | train-other-500  | 5053 | 17854 | 10 - A Visitor from Home | Sport of the Gods
54425  | 5808 | 11.86 | train-clean-100  | 5053 | 17854 | 14 - Frankenstein | Sport of the Gods
54428  | 5970 | 14.23 | train-other-500  | 5053 | 17854 | 17 - A Yellow Journal | Sport of the Gods
54487  | 6317 | 25.20 | train-clean-360  | 5056 | 16960 | 7 - President Wilson and the World War (continued) | History of the United States, Vol. VII
54535  | 5778 | 11.03 | train-clean-100  | 5058 | 32628 | 25 - James McNeill Whistler | Child's Book of American Biography
54612  | 5949 | 4.58  | train-other-500  | 5064 | 29021 | 02 - The Fairy | Fairy Tales of Charles Perrault
54613  | 5940 | 7.84  | train-clean-360  | 5064 | 29021 | 03 - Blue Beard | Fairy Tales of Charles Perrault
54656  | 6072 | 7.25  | train-other-500  | 5066 | 4605  | 00 - Letter of Dedication | Basil
54659  | 5868 | 10.17 | train-clean-360  | 5066 | 4605  | 03 - Part 1 chapter 3 | Basil
54666  | 5606 | 16.00 | train-clean-360  | 5066 | 4605  | 10 - Part 1 chapter 10 | Basil
54667  | 5606 | 9.11  | train-clean-360  | 5066 | 4605  | 11 - Part 1 chapter 11 | Basil
54683  | 6145 | 14.68 | train-other-500  | 5066 | 4605  | 27 - Part 3 chapter 7 part 1 | Basil
54685  | 6145 | 15.39 | train-other-500  | 5066 | 4605  | 29 - Part 3 chapter 8 part 1 | Basil
54868  | 4779 | 8.90  | train-other-500  | 5074 | 26541 | 30 - The Aunt and The Uncle | Vicar of Bullhampton
55088  | 5868 | 7.70  | train-clean-360  | 5080 | 1697  | Preface | Madam How and Lady Why
55091  | 5733 | 9.92  | train-other-500  | 5080 | 1697  | Chapter 2 - Earthquakes | Madam How and Lady Why
55099  | 5733 | 20.30 | train-other-500  | 5080 | 1697  | Chapter 10 - Field and Wild pt 1 | Madam How and Lady Why
55142  | 5468 | 7.17  | train-other-500  | 5082 | 20473 | Opening the Bazaar | Grace Harlowe's Third Year at Overton College by Jessie Graham Flower
55202  | 5968 | 8.30  | train-clean-360  | 5084 | 362   | Old Friends and New | Miss Billy's Decision
55211  | 6000 | 13.56 | train-clean-100  | 5084 | 362   | A Girl and a Bit of Lowestoft | Miss Billy's Decision
55218  | 177  | 8.43  | train-other-500  | 5084 | 362   | The Cause and Bertram | Miss Billy's Decision
55228  | 4323 | 4.03  | dev-other        | 5084 | 362   | Bertram Takes the Reins | Miss Billy's Decision
55449  | 1492 | 12.85 | train-other-500  | 5094 | 21816 | Chapters 11 and 12 | Confidence-Man: His Masquerade
55856  | 5304 | 10.59 | train-clean-360  | 5106 | 6955  | Chapter 15, The Honeyed Word | Prince and Betty
55927  | 5935 | 9.34  | train-clean-360  | 5112 | 31243 | CH.6 SHIPS | Twentieth Century Inventions: A Forecast
56146  | 6077 | 11.65 | train-other-500  | 5120 | 34221 | Chapter XXI. Wireless Telegraphy | Nature's Miracles Volume 3: Electricity and Magnetism
56165  | 6064 | 8.30  | train-clean-100  | 5121 | 34944 | 10 - A Sophomore | Brenda, Her School and Her Club
56168  | 6064 | 7.92  | train-clean-100  | 5121 | 34944 | 13 - Great Expectations | Brenda, Her School and Her Club
56170  | 6102 | 9.24  | train-other-500  | 5121 | 34944 | 15 - A Poet at Home | Brenda, Her School and Her Club
56174  | 6082 | 12.37 | train-clean-360  | 5121 | 34944 | 19 - Nora's Thoughtlessness | Brenda, Her School and Her Club
56175  | 6082 | 12.69 | train-clean-360  | 5121 | 34944 | 20 - Fidessa and Her Mistress | Brenda, Her School and Her Club
56178  | 6102 | 6.37  | train-other-500  | 5121 | 34944 | 23 - Almost Ready | Brenda, Her School and Her Club
56179  | 6120 | 12.46 | train-clean-360  | 5121 | 34944 | 24 - An Evening's Fun | Brenda, Her School and Her Club
56222  | 6032 | 11.30 | train-clean-360  | 5123 | 15419 | 05 - Letter V Society - Conversation | Letters to a Daughter and A Little Sermon to School Girls
56405  | 6025 | 10.59 | train-other-500  | 5136 | 12081 | 03 - Lucretia Mott | Lives of Girls Who Became Famous
56574  | 5189 | 7.04  | train-clean-360  | 5141 | 18465 | Letter, A | Wit and Humor of America, Vol 02
56594  | 4570 | 2.46  | dev-other        | 5141 | 18465 | Hoosier and the Salt Pile, The | Wit and Humor of America, Vol 02
56640  | 6726 | 7.99  | train-other-500  | 5142 | 1674  | 20 - NEW TRIALS | Narrative of Sojourner Truth
56723  | 5038 | 5.80  | train-other-500  | 5147 | 3600  | 12 - OF CONSTANCY | Essays book 1
56730  | 7092 | 30.15 | train-other-500  | 5147 | 3600  | 19 - THAT TO STUDY PHILOSOPY IS TO LEARN TO DIE | Essays book 1
56749  | 6713 | 12.85 | train-other-500  | 5147 | 3600  | 38 - OF SOLITUDE | Essays book 1
56777  | 6038 | 17.16 | train-clean-360  | 5148 | 34912 | Woman's Long Struggle for Things of the Mind, Part 2 | Woman in Science
56778  | 6038 | 8.01  | train-clean-360  | 5148 | 34912 | Woman's Long Struggle for Things of the Mind, Part 3 | Woman in Science
56787  | 6010 | 14.31 | train-other-500  | 5148 | 34912 | Women in Astronomy, Part 2 | Woman in Science
56788  | 6010 | 15.86 | train-other-500  | 5148 | 34912 | Women in Physics | Woman in Science
56837  | 5984 | 8.38  | train-clean-360  | 5150 | 171   | 24 - Mystery Developed | Charlotte Temple
56840  | 5984 | 7.97  | train-clean-360  | 5150 | 171   | 27 - Pensive She Mourn'd | Charlotte Temple
56885  | 6467 | 2.09  | dev-other        | 5152 | 34757 | The Auspicious Vision | Mashi and Other Stories
57154  | 6075 | 13.02 | train-clean-360  | 5163 | 5118  | 11 - Volume I Chapter 11 | American Senator
57156  | 6075 | 12.06 | train-clean-360  | 5163 | 5118  | 13 - Volume I Chapter 13 | American Senator
57158  | 5789 | 8.46  | train-clean-100  | 5163 | 5118  | 15 - Volume I Chapter 15 | American Senator
57179  | 4331 | 9.70  | train-clean-360  | 5163 | 5118  | 36 - Volume II Chapter 9 | American Senator
57180  | 4331 | 8.16  | train-clean-360  | 5163 | 5118  | 37 - Volume II Chapter 10 | American Senator
57188  | 6131 | 14.74 | train-other-500  | 5163 | 5118  | 45 - Volume II Chapter 18 | American Senator
57195  | 5789 | 8.56  | train-clean-100  | 5163 | 5118  | 52 - Volume II Chapter 25 | American Senator
57347  | 5951 | 8.87  | train-other-500  | 5167 | 24554 | 16 - Griffin Leeds at a Discount | Down South or Yacht Adventure in Florida
57348  | 5951 | 7.55  | train-other-500  | 5167 | 24554 | 17 - Poor Griff and his Counsel | Down South or Yacht Adventure in Florida
57405  | 6319 | 1.71  | dev-clean        | 5170 | 11582 | 04 - The Flood | Old Greek Stories
57416  | 6446 | 6.31  | train-clean-360  | 5170 | 11582 | 15 - The Wonderful Artisan | Old Greek Stories
57446  | 6476 | 19.00 | train-clean-100  | 5171 | 13015 | The Eta Maiden and the Hatamoto, part 2 | Tales of Old Japan
57460  | 3925 | 8.49  | train-other-500  | 5171 | 13015 | The Ghost of Sakura, part 4 | Tales of Old Japan
57461  | 3915 | 4.48  | dev-other        | 5171 | 13015 | How Tajima Shume was Tormented by a Devil of his Own Creation | Tales of Old Japan
57477  | 5636 | 6.41  | train-other-500  | 5171 | 13015 | Appendix B: On the Birth and Bearing of Children | Tales of Old Japan
57639  | 6009 | 7.65  | train-other-500  | 5185 | 27435 | 00 - Preface and Introduction | Faith of Our Fathers
57643  | 6009 | 10.58 | train-other-500  | 5185 | 27435 | 04 - Chapter 4 - Catholicity | Faith of Our Fathers
57646  | 6009 | 11.78 | train-other-500  | 5185 | 27435 | 07 - Chapter 7 - Infallible Authority of the Church | Faith of Our Fathers
57660  | 3925 | 6.28  | train-other-500  | 5185 | 27435 | 21 - Chapter 20 - The Sacrament of Confirmation | Faith of Our Fathers
57662  | 6177 | 7.03  | train-other-500  | 5185 | 27435 | 23 - Chapter 22 - Communion Under One Kind | Faith of Our Fathers
57667  | 6499 | 4.91  | train-clean-360  | 5185 | 27435 | 28 - Chapter 26, Part 2 - The Sacrament of Penance: On The Relative Morality Of Catholic And Protestant Countries | Faith of Our Fathers
57805  | 5929 | 14.89 | train-other-500  | 5194 | 12067 | 8 - The Banished King | Bee-Man of Orn and Other Fanciful Tales
57826  | 6030 | 9.70  | train-other-500  | 5195 | 19910 | 13 - Roberts, part 1 | Boys' Book of Famous Soldiers
57827  | 6030 | 10.62 | train-other-500  | 5195 | 19910 | 14 - Roberts, part 2 | Boys' Book of Famous Soldiers
57831  | 6006 | 8.49  | train-clean-360  | 5195 | 19910 | 18 - Haig, part 2 | Boys' Book of Famous Soldiers
57832  | 6184 | 7.27  | train-other-500  | 5195 | 19910 | 19 - Joffre, part 1 | Boys' Book of Famous Soldiers
57833  | 6184 | 7.60  | train-other-500  | 5195 | 19910 | 20 - Joffre, part 2 | Boys' Book of Famous Soldiers
57836  | 6098 | 11.80 | train-clean-360  | 5195 | 19910 | 23 - Pershing, part 1 | Boys' Book of Famous Soldiers
57837  | 6098 | 13.27 | train-clean-360  | 5195 | 19910 | 24 - Pershing, part 2 | Boys' Book of Famous Soldiers
58012  | 6080 | 7.87  | train-clean-360  | 5204 | 6711  | Chapter 01 | Philip Dru: Administrator
58025  | 6080 | 7.86  | train-clean-360  | 5204 | 6711  | Chapter 14 | Philip Dru: Administrator
58078  | 4738 | 10.33 | train-other-500  | 5205 | 1365  | Part 4 - John Alden | Courtship of Miles Standish
58090  | 6060 | 9.48  | train-clean-360  | 5206 | 273   | 0 - Preface | Smalcald Articles
58137  | 5635 | 7.04  | train-clean-360  | 5208 | 18734 | Selecting the Faculty | Wit and Humor of America, Vol 03
58142  | 6035 | 9.95  | train-other-500  | 5208 | 18734 | Mr. Stiver's Horse | Wit and Humor of America, Vol 03
58161  | 5456 | 5.81  | train-clean-100  | 5208 | 18734 | Diamond Wedding, The | Wit and Humor of America, Vol 03
58192  | 6032 | 13.85 | train-clean-360  | 5209 | 24968 | Ch. 1 - Where I was Born | Behind the Scenes
58193  | 4731 | 8.75  | train-clean-360  | 5209 | 24968 | Ch. 2 - Girlhood and its Sorrows | Behind the Scenes
58195  | 6106 | 11.76 | train-other-500  | 5209 | 24968 | Ch. 4 - In the Family of Senator Jefferson Davis | Behind the Scenes
58196  | 6106 | 12.16 | train-other-500  | 5209 | 24968 | Ch. 5 - My Introduction to Mrs. Lincoln | Behind the Scenes
58433  | 6115 | 8.08  | train-clean-360  | 5216 | 3030  | 10 - The Escape | Tavern Knight
58440  | 6159 | 10.56 | train-other-500  | 5216 | 3030  | 17 - Joseph Drives a Bargain | Tavern Knight
58755  | 6077 | 9.89  | train-other-500  | 5227 | 33405 | 06 - Air - Chapter VI. The Atmosphere | Nature's Miracles: Familiar Talks on Science, Vol. 1.
58756  | 6077 | 8.70  | train-other-500  | 5227 | 33405 | 07 - Air - Chapter VII. Air Temperature | Nature's Miracles: Familiar Talks on Science, Vol. 1.
58757  | 4969 | 10.66 | train-other-500  | 5227 | 33405 | 08 - Air - Chapter VIII. Cloud Formation | Nature's Miracles: Familiar Talks on Science, Vol. 1.
58759  | 6025 | 8.28  | train-other-500  | 5227 | 33405 | 10 - Air - Chapter X. Wind -- Why it Blows | Nature's Miracles: Familiar Talks on Science, Vol. 1.
58760  | 6025 | 10.90 | train-other-500  | 5227 | 33405 | 11 - Air - Chapter XI. Wind (Continued) | Nature's Miracles: Familiar Talks on Science, Vol. 1.
58761  | 6003 | 9.91  | train-other-500  | 5227 | 33405 | 12 - Air - Chapter XII. Local Winds | Nature's Miracles: Familiar Talks on Science, Vol. 1.
